PERSONID	LABEL
b75dfc10cc0d128b2dd77b47f6a8e01f	1
1cdaa1e57081f7d185ea5d0c6ebfa219	0
7dd4c08fd057c9d192453a33c6a3ba63	0
2d372802f79b21075e5b279532404afa	0
a8074b49e911be947445bb9d150482c1	0
3facc12609df9e49520b88a28de6ceb2	0
6344b66ce060a5c79438f312818a3af9	0
8c1b162684fd4ee74e8935328011da62	0
8debc8d4722b09d502fd057386941e17	0
2121fe0c4213b6cab0784d9d9ac10442	0
abbc27418ae979560aa104f0f525ee00	0
0b9a8b1a03b8f3335a1d4ea0d3fc6b09	0
72c51706a4e4af9eb32a5f15a80f24f4	0
fafc55c6f27398016a981dcacf11530f	0
930aebb42bd0bcba2fd55e361e5d7082	0
a33641f0c45c0774851820e658e54b32	0
60fe8e29b2136a36f4baaa62dc55973b	1
6008b9f10791dfa91b9aa25bfc63ae6f	0
791fccbee7a8eed1bb175db6c8954654	0
c008c2aaba211bbe83dafc59aff1b717	0
82315ed707706820cc5db0829d5053dd	0
a04321ca3395998dc55ce88482a33af0	0
cebf21dd920cdfc85069980879c82db7	0
0217c9d92b7a84120c72a8540faec641	0
4122586effef7db588e72f315ed7edea	0
52df7fe429adeb0c99bc39a17946813b	1
c293b2ec6746be1aa6bf47fbc8c4bb5b	0
f8f0d10b02f4eb386477da88162e3a4b	0
0ce494dcbb396fb80d65c3053ee3bd4b	0
30c2b93e3aea687e96da78d7531bae23	0
46bbe232e3d508268c4c96d31b76338d	0
65f7e82909fbb0ce3a5a52080cdcf2cd	0
0efba819a27ce0b47561110e6e5d3422	0
63ccd709c1da3d2fe5fd49abd63e3ee2	0
4f88afb420a72f3562a7ce21b0bf4ed4	0
6913f2f4c371e727acef208559acd0ee	0
b5ad6d69d46b8430b9f76443e2d6496d	0
eb888df96d44d58ae5f9bdc908f8f578	0
2e729c8f59a7bc6c5b29d75ae68e2e6f	0
7f5a8b28d1914eb4793c02e71dc71b68	1
c6bdfae30a048d5a602b70e3f92f7aff	0
02b69b3413fe8bbc726f79d0dfb83094	0
f455863d2d87570835b595c906a6cd98	0
08151cae3672425c98b9815e95155371	0
52fa11c50c5228a74e70c289e1c5dbd0	0
703a10e3b011f77a1ee33698f0c4d1fc	0
c5754b2a9744f659197012871b0d67f2	0
9ec19ca917e53447213389a11f5880bd	0
1fc91c6c6bef4cc2f71c5050275444f1	0
7043ad8653a1b241a3e9c94b3d0c2c6c	0
01e449ebefd57dc3bbeeb201873f2c68	0
d8b4657c063adb9089cb573d33c08c6f	0
03435ae8d8fff4a066e3e0ea78fbc3f7	0
1744b3f3e378c3b4b7f609049c7b0278	0
1e970da552259b9626b5a7ee29a8ba71	0
08a965aaa2e0e4161a9ba7b9a3e87ba2	0
c75ae0fdf03cb820668a25da6fa4b78d	0
3a9c0ef38e5e9383435ee1d843e619d8	0
9571c01b38b5b7d4e2f266313a3e9172	0
4998f2c4adaef4360af9912d77bea86f	0
d4c6f0d09442567e3c4380c644ae66c3	0
b5c560e1548b96e1934bcb3c51999e3e	0
f74756fc82caf7e4541d40941695c6b6	0
9d9a32400d24a86de9d73fd2c86f60d7	0
31f0c0127b546194ea936de54585d201	0
f79a855e9b8ba0743e8f81ff2d73fdf3	0
886d86f49d6815385688a02bf489a0b0	0
7168eda1ad12ef57ad2d6595ca1ecccd	0
dec6f7f1792bef98573b66dc0dd9badf	0
a0559116350b8ebbfba367f9f7c293ed	0
93abce878e12f776751330e53a86a040	0
cf9ef6eded8f319c21a4260d2aae2239	0
db83efda03ce5534ea98ba2fbc2182e9	0
4f5d219a5bdce7f684f62978341f14c6	0
fc6e3e4e94cfcd050b4470f9532e6a27	0
7585de859a89a2f2848a3e14eae1a605	0
d6c09d97c92c5553ee9406f1ec4b8e55	0
4df1afdd29b3ff9c54e0296780961aa5	0
c4aba178e416cb8d78a83333cdae7b4a	0
45350727454e5225ad58101b95609723	0
741a3de1dfad14fac9847ccab3269e6c	0
e2264c2f9f8a5c200cee51b1c31fd80a	0
3ebd140a14052acb305f371dd160db71	0
81859c90d26913b7c14c70e97162053c	0
d0748dd3370c0b062812d04b2c3ca471	1
69d92562ef08b33a32eb5dec13e465d7	1
8d54171e282c5c4df2ac4114d89b46ed	0
033ca3e4520720c3f5a18528f28effff	0
911de33dabac33308379b6932464381a	0
bb21ed7b780a59c83c89340dede16f3f	0
83e28e7a4109c51b1c15162413489d12	0
d74dbc2e1d8d816b86e45c651fc37f29	0
8fabf13abe373b0c8979dca52b060704	0
cf1a0d4bb256420edf3e58aa01c0e4df	0
ad9e946609a46e1f051cc88eb3059783	0
de37fec6a70fa6ab46e253fc307e7a93	0
4c96838fdcb7491d1a107a480ef69c8c	0
d7a5993dad1df1d481074b6f1a7c96a1	0
0f3ddeff821cd6663a5f9fc0eca90944	0
002e800454cd2b85d3b44ea1f4f56b77	0
723c63ac912b0dcc1ffd86b2c337c871	0
ae52faa2aa5dd881c5af718d3269e1c7	0
36ffba550a46e98609df81585067c198	0
ee6c15cda7cc1e2ecf6e4384c7d828b9	0
8cf1c28ee70cc63e7ac135a972f068b9	0
abdd9ac0669a8f2a05f1bda809415fcb	0
cf7a14f9094655ae48a8522029e35428	0
54ed4121eb56546be80d8b8fdd69440a	0
68be07241967a2fa31140b91391ca6d2	0
e3f8cdb6f3ddb6e725150468e31bfb96	0
59fd43d854b578c5d2c794707a880e03	0
9c47755a91ad48a2c1024e05bdd1c3da	0
5c1783cbad05692c219d870e1b0acae1	0
d74a57aba96990fb38e0f393f2b05564	0
ce8026e8d8d132491b2355744c7844fc	0
194b1a44261ae1952361368e57d05d9d	0
ad0c5ee5080e0630a1b85cc4c41b458e	0
783c902292585ba369022264fcd5d6d0	0
6ac0e481bfb594b801e97f624e8ae6e8	0
82458c1ebb6c49f28c59f4759f8ac1fd	0
0d5acb0ef4396bef06c61203922552c1	0
13586f4e5c2c94b578afe98be2260650	0
c614225cfba793e627d61975bc8f37c4	0
553f057156528532a01c9f9d28530711	0
ce39781e3c31ee39cf7733c2dd709c97	0
9d97ea0287107f0bbaaac068747ff002	0
9d1aa1bbed5e832c32e3eb8b118ef3e5	0
0cab145aeeceb4e932ae94b29a8fffca	0
b100b8f8543e77f0fc7e4a2590ea01e1	0
35dce88fccd27e2d2ee2c3038dd5be2d	0
adf4d55bd9df51ad2abff53f67af5f28	0
baac26a07b51c7ba71a1f3051b1a9983	1
b3a92fd19b28be2f5d97295398fde27c	0
e7d2779ca2d66dbb8e3c83d3b35d4fd1	0
234522ce1c1b7ee7299f5b33f22d37b4	0
4c104773c94de23d8142c638f170824d	0
080e19ebb6451b18e0dfbb12cf5fe6f3	0
c7d683ab933a96e1a42ab2bcd9ca9aad	0
158c79ac4e061d79c4093d8aab6e5081	0
baddd99016155de577032cf418f49ac5	0
88e73da43cd72323cd046cc83077f025	0
15e10624cf59f0ca682bd6f867a71f42	0
83b79297750429a9f3c22bae5cea9217	1
5e73f0206926a54d5222fe0c3be458e1	0
ccb1c1bba6dafe84e2262bf4ee2cea51	0
073e58350d4fbd052471fce30e9c7257	0
c3c17b54d7c71d47df37a595d61c3771	0
407247722f3f00ed8cae2aab495545e0	0
ac04838e9e5f884077fa3b816f49b897	0
557c79be5bc3fc96e72562020e03068d	0
d32b140e6214c270da524613e12b93a9	0
e8d79d2e493870d1aba7e51cece97054	0
332e4a30bdbd2783d858d543747ae033	0
73c32de32ef3a4baa5ee819bcaa440a9	0
3aa4713b1684d989eff621dd0c1e1f76	1
a0ef23fc3e82a4591221d9ac404b5108	0
25dfd45210bdb9364b9a3d181c78e60e	0
44ece37f40fa5b90a5483c205accf01a	0
03aae459da5813c4bbf738719d2e712a	0
14cbf7fccc17d2caa4498346d98772d3	0
42ba8faf43f05cb3859bf19fc629cac7	0
9537bdaeee145b17722407bf3a673947	0
c3453b14b58fb241959f68fff5694f50	0
7409a9414ea8757d2734cb4038fe9bce	0
3547301219725311b37238e63e92b8bb	1
c51312d3b4f0a55307c0bdbcc482fb8b	0
fc1116d45f1b98fcd83cb8ae7c7ae8b0	1
4dc10418be97e289be51e4e7b08d72ac	0
25b318d0a8311f194a29e8e2c0d1d610	0
2f433cf705568045e8ce490102c781d2	0
7471087c4338030896461f64a7d764c0	0
11c8f4a0f4e2d4188ed5b9c73be90ada	0
a5d7693b4a58d5f415b5738b1b6dddfa	0
b61d7c4116a430d60377279163f7b8d5	0
c5305f060a5749ba54bc33fae6ee810a	0
4a113101375cf059655eff30f2e089f4	1
9abd062c731bfe272b594a9c6920e3ef	0
d1d8a39dfad97cb5afd44141386b4287	0
b66fc5dc8bdf46b33804bc039ed622a0	0
83b416760a14211671400e57be0108ae	0
b9f24f63be4e288969a65bf92c543e8b	0
c26f51835a70ecab0f40359823d7309d	0
3e33cda30a525052586353237e4ac5b3	0
43bbb3941d20fbccbde95191130282e4	0
93a5c40e6c2e69984f59afc4ef429d09	0
2c9f12cfeac12543d04b6ba45426c50d	0
e2e7b15541bdeff4edc684c49bcff189	0
d89a57afb0e8362a87e96ad6b2752342	0
4ae86171e9287d1cc657e3496b194a5a	1
b6edd9ae4a74f786950ce8019082cb69	0
28179a9bf4845652bd096dd613ec7f3e	0
2770d2a1fc724daa619f5b01d74eec93	0
9e144490aa9498346584e1061c9e011a	0
6eaa72d1c48b49fb3d4792b855d1302b	0
69a784dcdef4f3c08f263465f39cf855	0
c689b846d95f39b8a389acdb2acf46f0	1
0e85de2ca92ecc631e810d51a88f842d	0
83b2a0a518c618303da1b40a6baca769	0
f757ad44c43c19989814accc95859748	0
c85246ea09c1e91bcd4e955b32a5e0ec	0
1272eb6fd899eb34c011ffe4392e46f1	0
679805f2628cf67b798e68cd8662e1ab	0
de9973dab59d4d51b35ca7126046a3e2	0
e801f5ee1e4c907286a268a213d0eced	0
6bba9d6bfe6a2e130def74324c4f6a5d	0
bff3169d9ff9cd6be2d1850257cf1b75	0
1daae1eccb35d088e8774a2038a9b651	1
355e1700842796bf0a164672c80114dd	0
3fb78b4ba4545bc7928080c9f37215f7	0
183c24bad247568e7fcd13400144cc1f	0
9a43098e82ccc2a6fda38df6ade4e7f1	0
e1919fe232abd03af2079288498d0f6b	0
5db12a5089bedee556ef3b3f47e8b0bf	0
b1b61daaa96ad06daf0c785864c7a9ee	0
79817d1e64e9f4c42311e300a12ae514	1
8c57dec2ffccf6f8a9f230de4b1a2a88	0
63cf76fb9b32b5f7849ba90b377b5f77	0
d0e2b97e63f04cf55889ff71e13ec42b	0
767b9a69bfabb336492f5e9593091449	0
75c78fc409c55c99afd15c4913546e3d	0
f4948e2a22c6319fb56734c00f7f1fcd	0
e3dd8a1ba04967e7ae7459b032cc4bb6	0
4965da7c0e9a48bbcd23165ec3d75358	0
c8f93dc07ee1db7494b91d15bada8459	0
11c9862283e8179dc9c0de4f5d100427	0
b0c3e8e2496dfb264dc49308e5379ed3	0
3bfad299c9b73ffd26155a3cfae0045d	0
97cc441f303b3d799c4d33f26edf72e2	0
169e30e7fc720167154ab2a0ce41c44b	0
632cef37951496595596442c0be4d233	1
bc515a1d3d252db3dfad3b3f3fc28e8a	1
f10543ecb6b976d13a7db0cd3e30dc43	0
ef2ad121d9b41996bfc468aba919afd9	0
a7bd40cd9151b90a415ac27511cfe4c8	0
8ac13371a8cdce5a9b007ff5bae0fae9	0
9500ede98915c19bd3268ad710f7068c	0
6031a5cd616816c92dbd3e8520b9c94a	0
759f02990a95b4c2d4ef1677564aa2ca	0
7ba118f56675147c8ff0ec99465898e4	0
ca119c0fcbee59228239b86cb917977c	0
ece9248fb88f835dd1bf99c1313b151d	0
b377eaf7a818bb51f307cf3624cfe15b	0
d2863ce3b448efee6c60bc5da9278f30	0
a4b5dfda854b81b01d40a041b07bd331	0
0b040fb88efff42d70a9d5461f44f175	0
6115ffb82e15670afb9727b1c7202a0d	0
c568409dc3ceb804dd3813b20fe8ac02	0
2076158fcf8b8fd05c070679da023946	1
25675afde82638306632bae47c27bf76	0
79fb226951e3d213196a8f92b325f582	0
df04db3ce3bd6cd5de26f7ff8520e01a	0
42e49505d3d3053ec6f02e779c5a443b	0
58b97f06d164d37d7fb15476463db78c	0
0c3a3fa9156d5cabd5f40f5715f3c31f	0
39dd034d42fc62205066ba7e17bd10ba	0
779d661870cfb204bb0f9a1dea665dfd	0
1e3b98b237ac1714612430adb7cc58dd	0
ae5cbf9d0fb5d9f9794f0c9792a6ef33	0
2ea23d75d6c6168b5a292a9e7f1338cc	0
6278afacc669c8e8d741628687052317	1
900c7ad3a5a03ebc40ea413d81b261aa	0
bbb3283a6fc57be487fcc1eb2600bdaf	0
535299982e34411c07199f0595e960e8	0
c6966dad9d4d8c5d0bf9f362ebbff091	0
6c71294055cac9ea6dae17e75a02c626	0
7ae62d5cf3c287f0421d529941d39800	0
e3a2c0de5e5526a6c4480a5d6b5b23df	0
4860217ea6f26b7da617fd8fc43f2c44	0
6da1033c3a282e45c995392332f088a1	0
b05d8843ac420783e64041f9ee4b6c12	1
4203405e6a20299ea774cca4d0719aca	1
2c2b72f6afe6829c4906af433d0e88b0	0
c081dd987ee289d16fb5c12c395593b5	0
5e7172d1e38bf4d8aaa240aeda6be738	0
0834232ee844ac37491fc420061aa34c	0
d341853fbe7a14398abf1c8d31dc10f0	1
360df3eb32e4876b40b4a687aeee9f67	0
33d81345260c04f41ea2e06d5b7d7d47	0
34faf8f263bb7751a67df8e7ac49213f	0
69af3168a92d8168322c80b193f699cf	0
0a8782193c75307f9916dbb4ae65a73a	0
88523f10da5a5dde2c56d01750ecf0d1	1
8f77572c534b6af40620044cfe75913d	0
94dae7ac935915657bb579191ffd06df	0
3314a0b7ab43c1e521140b2d63fa3bc1	0
28b4eb056632cea05e8847809ca9c9b4	0
527755234eddf002500013e1cdbd8f15	0
8c3315349b16eaff7c3ef9389610b982	0
09ec17242a000bd0edeebfc30107ba5a	0
014d14bebe4cb51fa43b1ff297f5ed92	0
8aa6b5a3d17de1aeb5904dad4d4100c4	0
7a4466c07012c6b2813d3105ffe1b32c	0
88c69d21fa0fcc1dde00f64d7646947d	0
bbe64cd8eaa9bcc2be81a1af476d58e4	0
ffcc85323fdc75fce71b817dcea4328c	0
1828868fef718c51fee7000bf2526351	0
c3f71473235d89f42473e2cf74de3329	0
b3236f935a6a1af0f43128db2d0c8ab7	0
01d28a94eb6359998767864b69eed344	0
85adc852f14e873f36f2131dc67c3ae4	0
8947a3628f607ebe5dff8842d67d6401	0
3f2149459fc565707b82edba6a81b26b	0
f4bb5ff51bb58cebed38a455f09e3d06	0
8da09011b67b4d42e36f31521e2d0e94	0
07f4456352616def4cc6471e631422f4	0
77b6ffe02b60710a823097a3c6e8db32	1
41761c65681705df46a651ee51fead8a	0
10fc13b63e1e26265710b4ff08ac8029	0
e574b00fb6618899843828cf33402296	0
33669e69cfbf3b11f9077e7d5b0a89cf	0
ec66dfcd8b1fa1d0cc42e8636ba1bfa5	0
7ce77cb1a5ca2d3090878f0c0e2d3e97	0
0b45b40a320ddbed893c069cc326e041	0
d838cfbcf21e681edbcb0e6d31de3435	0
53d6b881db5a178dd2ab4baf63080952	0
ec44923a7ec4cf1614afd4d67a95a931	0
e53691c1a122303ed975e85ea63c7909	0
d1d2ebfef1264e7413276ceeedccf4b3	0
027ea6ad1fd1ad13a747c8132ee6fa53	1
e8bba8cc53adc1e3c9323d047bda51b7	0
8a7feff0a1f4c1e652163c671fae5f0e	0
0b0d855bb7225b0c8021486384b06156	0
36292e1b21f4f7f1ba4a369e1a600382	0
e35734e3e5de194fa1941acca9591be7	0
15b57133ecc186f0f54fc3d863704bd5	0
686b9ae50fd881d17683ce12e74d0fa3	0
65bfbbcdc72b662a20359db319eed195	0
43e19cc566a0fa3f7a5959b3909b2296	0
ff0159a9e7f4f8110ebb50567d7a9b09	0
f60be523e9312ad0b4900972a13ce4da	0
10e3033e9f37e2d95192255f9a813cfc	0
dabc754dabe87d64f5b22c93f20cac05	0
73d0bda27f66320057bb0180236f2ece	0
582f16506d63a82f6f8f779005c4e885	0
1ff8b9fa36d2ea8cc3ab5fda379eddbb	0
50b38c2a9028e15060a7e2c2622ccbc4	0
6ea1ad518b189df549977b3069c74ee2	0
ec6dae1d550f6fbbb38d3b9d79b21c56	0
797b168b42f24fa2fdf42e2c9174ec60	0
737be72e83e26fe5cc4789add6217f22	0
b95ef23baf97a7b96b7ed07fb6faa3f9	0
453a84383772f34c0ab6999ca66480e7	0
409a1d1b4ee828c163f0f3e606337245	0
ddb0f6f502b6ea2071966e42f31e66cc	0
aa27f4a17a479550881f4429a6ead362	0
2a207351992990dcbbb3e1611acd9967	0
57fd4f3f70e1eaec5b5ad958a4dd51e6	0
235e8034fd10c5e0d0f71b10b3fcaf38	0
8a261ff71eb3bc3ffc0fddb798e5a02b	0
4bd8d7cd192e781249e28e4038875bf0	0
91e662753980a263ffb44a548cdfa104	0
67995e75dc2bbec47673a871b61bfabc	0
3aa0a5f612066fcaed57d11e091ca320	1
8bdc4f6f44a016dab6282c2067baeee5	1
98d49a89cfcd89ba26945be182033dd7	0
5261247971057b6e32d2c0f1811a7671	0
91f81cacca16889f48f089034bbac67c	0
69af2391a36f85157942685b6c6d639f	0
3c86eba45a2e7fbccfefd67e2a6cc8ce	0
4d528e6b32a6f128ee7e38d9dcf9ad29	0
c39ed9b63fdc525db56d3b3c0812a7a6	1
dc98721d9eafab5bd612ba6e1fb7eff1	0
b3e2a5c9139cd8fd94216d628c2a25dd	0
ca92dcda2bf95baf9c062dbf504fc3e4	0
4e1d28960ae91404b17119f68a69911a	0
eacc21b1c33d404d0c075072bff25a75	0
862fae26be76b175550021ec82ae3d73	0
2a854dcc83c98c62830e3b7c5cd38cf6	0
b6cf693764deb19e1a750e0fedb227ce	0
0bdcc77496eb81dad7c3ee7a891145a7	0
7bac7e889a2ec17bc93d0d991753557e	0
4af6574c2816c88047fb53dbddf52585	0
f31676c8c7f0ce1e814f41d11b48d72e	0
3ab3d67b8168ab5bd5854cee7c5b11fa	0
1bd7bb304f27d915f61e256794d53598	0
848e087934f540821fa7b83201dbfb2a	0
a8e0ef9033e6655ac788a4d63a698582	0
1f887cc757352f5f4f0d556c49118bfd	0
b547f2e10e51701585e54cbd297ac079	0
8211d53d18d5b6ff477a1777354457df	0
4c226216d717a55dd2e33b13c4d70249	0
02aa9042098ca7ac14e2aea1f04557ef	0
4481b4bae74a841b17349c26e69b351b	0
4c925acc17e168d96d0438bb5202d592	0
7254bd0b397953b885ced3ffc706d5c2	0
1579b91149d533690e68b93929982302	0
f92f0df31394c5c0c6ac37f9437eceeb	0
133a1cc6c35a6b176014e2b8c2465ef6	0
17e4caa77b1fab699d41c5dcdb91d699	0
475b02e1081cd836921f01e6d857ce8a	0
5e577fe58365eb7da414c653d469f935	0
19f7ea644a3178e3e2c55038a2020fbe	0
ee7cbb304432272b98a144d8ecf88635	0
9355ba038a41d7afeac5c4e3dc341664	0
47aab6bcc61232c8c28d182a6f2921cf	0
f3ad861517314467a142563533d5abe4	0
e1d2b3131db479f3a867e3ed0d1cf6dd	0
db2a2a5e22268d00be5012bae50f2728	0
e9d9fe303aa83270ae462a3b0920baa5	0
2f4d78ccbc58974c6bc454173367e0ca	0
3b46e5015b55fa14c42453efdcb5a9cd	0
ebcb9b3a39d39f93cffc80a9b65d8d9e	0
ab6f2d27afb0c4e94a540ff97cc80e9f	0
a3440d8b9c313824ea099c9253e47898	0
1a6dc94725dcf3b4a2c58e6e89232d59	0
4403610841b7736eacab7459fd512853	0
43c24266da0e5a561e17c4676f15914c	0
847c73bfcdf6cc9593f1c476c1cc9c7b	0
b15d8e0c388a3ba1d1313a77e03138a1	1
b48192c3446421c7eeeb3922d9dab1c3	0
427f1186b0fee5b43dd1266f67a3fef2	0
f8c82b177539b3aa9d4f25a9f41a74e5	0
2455d2319e840ca620d72f2397f6a16a	0
fc4f7a9b4265932eb19a602223fdcad6	0
034a364522ceaf1cc496853573b37ca7	0
091a05981bcdd54b1293c75df6a2bd64	0
ba3b2b26e6d89f859cd66c4996a627ce	0
9964a3a272b1b8de1303793f0e6f3f1b	1
51ca84fd59e853a646e0d734055497bf	0
869e396152b5d7b731dd1cd4cf92c801	0
284d87cbeccda43f6217687f48a9558e	0
5172b9140fe936949245668fc4054483	0
dab775911707a930406c7cf53dd90f5d	0
44156384bad77487a08a423c01bd8b8d	0
4efb8c5a57d4a5e1bdec2dc18a197a5c	0
c99721da559f3132ff1479f15f8c517c	0
d9eaefff9fb25102dcf8425d55fd8124	0
a5a48fc4def3dc1c2f340b98a44d135a	0
c7fea0ea88119a313a19eae5eb6b306c	0
ae9aae2502fb7eb17536508b282a021e	0
7dd9d53825abd799a192e1b47da4ac35	0
6510aa065835546535e4758365e8a788	0
1f5535843afb2ae80b4a4c9f3c36fe94	0
6e720d594ba364320d624efc3df4c935	0
271782a9673cdf618c48b769aadd73ab	1
b81f93870957760310fc493a13a97cab	0
a222f6c84eddf49e26d599c0fc645770	0
a2ed7a515c283d7074138cc761cb3d88	0
8f3889e0dd9f3e787eb136845e7fd4c5	0
c73fbd21578fa6ef2e093db014d9e568	0
0a3f517691af35b6c4edaee116102aa1	0
0542ddca22dcb1f3e2843e01d1f8817d	0
ac628bc1a8436fc733562c937c399eb0	0
d977059f9c164c653f4fca808e3b2282	0
999652449aaa1534c37dfb098564e05b	0
960f418a6f817ffc5ae4cead65dab47c	0
5d87eb1755a4c80def71ca367c8edddc	0
ae97feb033232e41bfa98985cf3b2fc5	0
ddf297438c92fa2c5c8f61da2383897f	0
21a19a004afa4830296c2fb25171ae1c	0
6245fe68b96d6e44e9ace4883e45d987	0
dac5c2a3ff70451f145f37d545bf60be	0
6f44933c8e2097c38a8aa409f55f6493	0
d63961a25c770a27800859a46da963f7	0
478e4fde30d0c8e286c669aeef5df593	0
d039384135bc85c3e5f364fa36b9f4a5	0
393b71e922a397f982db9cb03f645602	0
2f8edfa2cbb3a8956d71d1586600450e	0
36543183e00cb0b272fc34b6d7afd428	0
dd48aed88b5709d047308ff76cb74d14	0
8638c56cb99c31424f5ce6840b80cb3b	0
5ecd71e13c8b874cf3224be867d43121	0
989eecde8dcda14b1ed4a2b854393629	0
c492452413b6920940036db51f6d7e96	0
149913db1d3d222ca3bccd8fae84511c	0
859f4e7cea3597491f5f4cba206075bd	0
0c7a9baad2b9cca75e445e48b7438532	0
8fabaf160cee200da476ec9e0b63ffe8	0
381768c6c544111e0f6e2bc13f415d61	0
f842f83c93ae4b5a49e21a23e067d1c8	0
0daec19b0e53d812f05d7ab60cdfc5f3	0
8b675a39f659a5d0143c80aa7fe4cb1b	0
f66a64e18b9befc695ae783ea742e284	0
2234e6dbbdd63ff2d971977e06cae6e6	0
ebad60b4bf60705bb91ca38fb9c66aac	0
13cd99c96b1a73604cee27a4776dbf50	0
8e4f04c0f672dc8b59a2775287b4bbde	0
0cc432b3dc4721f15636441433004d3b	0
f7bc2443433b7c5c7c1c208843c4b886	0
4f5790c53d2532dfe114dd5dbe024eff	0
edda4bac4180edb8773f7840a8cb994d	0
688ff580d976fb8187d67aefa6ad4728	0
d0625e9adc7630a6a17141836eeb9e50	0
8fd9370963b4df326da4c774f9ef626d	0
28ffa28ad72130f6564aadbe46d27628	1
8421c5de4d162d34c5227bed81104113	0
eeff1b4d09d72977c53d941c6539425f	0
ddd3ad8abf82073537aa14871c3993ef	0
0e299692ef319b95274e92feffda924e	0
b2618eec47922cc1ee3df6c85d7bba9e	0
bc29e24edf6cdb57a9d33a85666adada	1
fca9b09d9c03913e7ec1ee1bb77affa6	0
b2fbece5813e7c4a7b7b5a393c3c9130	0
9771dd0ba0aae4a3be96cf19793e5623	0
6882fa15886af9b8d63e0b3deccfbed4	0
a6285af5ede00849f6ed4a90528573a5	0
d441c9684b703e8fa1b5c445181c240f	0
9c3af7464d25b03ecce79061bd295087	0
ca5391417e79bcfc91fa9d1d7b8df75b	0
5ff8370f6ea14b16790b63f83cf3e6f9	0
e92411218195c7d2992d101f79fac858	0
80e2119ac558dbfb68aa30d014507ec5	0
84479a681f7e291e8183820dd1541a47	0
5f8ac457e54f2a750bed1d6dd6f8bbf6	0
2982a31e273f751903c8826ee55b50e7	0
7925e3cdb223dea3f5a03bf0cb912e83	0
59885af0a7b48ffdcf1c89238c40ade9	0
325275a49c36e0c6a4563efc52230e1e	0
9121c64d18346c159ec639b07660f2ac	0
aba66444ac939063012d5bf29b772367	0
f026ac8001c96065ec63877a642abedf	0
b4240e81e1dfb49cbcfbb96d5e9332a1	1
4edd892d37f9bc1680d0b7cff9dae3e3	0
de3759108db97c35989e8c37ada28f35	0
798b3a9740e59a0f3b2009ca6400a7c1	0
790bd521c2ef261cb7d2e0fa92d07051	0
13b70db8d2071e10c1a2e846bf29d248	0
811f78bd4584dc64a016644b1bf6aebe	0
0340012e9a99e15200066e28801ce59f	0
ce0d5f8f9e5557817b0bc296bdcc4bc2	0
4d5293c6e31729c82a7b7fbc54ab0f6f	0
fa8feb162b8208b0ead7b741a549c1af	0
